This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    66581
Number of nonzeros in inequality constraint Jacobian.:    13544
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    21520
                     variables with only lower bounds:     4961
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    18997
Total number of inequality constraints...............:     3876
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     3876

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.8850976e+01 2.30e+01 8.10e+01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.4943984e+02 2.21e+01 7.77e+01  -0.4 1.30e+01    -  7.96e-03 3.98e-02f  1
   2  3.5890480e+02 2.07e+01 7.26e+01  -0.0 1.40e+01    -  5.78e-02 6.40e-02f  1
   3  1.4932338e+03 2.01e+01 7.05e+01   1.1 3.44e+01    -  9.78e-03 2.82e-02f  1
   4  2.5733442e+03 1.98e+01 1.30e+02   1.6 1.02e+02    -  4.53e-02 1.19e-02f  1
   5  2.9440050e+03 1.79e+01 1.21e+02   0.1 1.22e+01    -  1.32e-01 1.00e-01f  1
   6  4.3189584e+03 1.35e+01 8.41e+01  -0.2 1.11e+01    -  1.61e-01 2.44e-01h  1
   7  1.5730048e+04 8.47e+00 6.16e+01   0.0 8.46e+00    -  4.17e-01 8.30e-01h  1
   8  1.5686652e+04 1.10e+01 1.43e+02  -0.1 3.71e+00    -  6.57e-01 4.30e-01f  2
   9  1.5127790e+04 1.04e+01 4.57e+01  -0.2 1.64e+00    -  9.42e-01 9.82e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.4040557e+04 5.78e+00 2.61e+02  -0.6 1.49e+00    -  9.93e-01 9.53e-01f  1
  11  1.3388331e+04 2.53e+00 6.86e+02  -0.8 2.10e+00    -  1.00e+00 5.37e-01f  1
  12  1.2903897e+04 1.62e+00 5.11e+02  -1.2 1.09e+00    -  1.00e+00 4.90e-01f  1
  13  1.3487263e+04 7.83e-01 2.32e+03  -0.4 8.98e-01    -  5.37e-01 1.00e+00f  1
  14  1.2738931e+04 3.24e-01 7.93e+00  -1.2 1.11e+00    -  1.00e+00 6.25e-01f  1
  15  1.2341266e+04 6.68e-01 1.29e+02  -1.6 2.10e+00    -  7.41e-01 3.35e-01f  1
  16  1.2371462e+04 4.76e-01 6.69e+02  -0.8 1.01e+00    -  9.01e-01 7.17e-01H  1
  17  1.1795135e+04 3.42e-01 6.78e+01  -1.4 7.23e-01    -  1.00e+00 8.25e-01f  1
  18  1.1764983e+04 6.54e-01 1.76e+02  -1.0 1.75e+00    -  5.72e-01 4.45e-01f  1
  19  1.1593303e+04 3.64e-01 2.37e+02  -1.3 5.71e-01    -  1.00e+00 4.72e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.1621164e+04 2.74e-01 1.50e+02  -1.0 1.08e+00    -  4.35e-01 4.20e-01f  1
  21  1.1403777e+04 1.86e-01 4.86e+00  -1.2 4.24e-01    -  1.00e+00 1.00e+00f  1
  22  1.1507726e+04 1.30e-01 5.76e+02  -1.3 4.59e-01    -  6.37e-01 1.00e+00H  1
  23  1.1310509e+04 3.78e-01 1.65e+02  -1.3 3.63e-01    -  8.48e-01 1.00e+00f  1
  24  1.1199043e+04 1.90e-01 6.84e+01  -1.8 4.37e-01    -  1.00e+00 5.13e-01f  1
  25  1.1098232e+04 2.25e-01 7.94e+01  -1.3 1.51e+00    -  7.18e-01 6.15e-01f  1
  26  1.1737366e+04 5.44e-01 1.76e+02  -0.5 4.32e+00    -  2.05e-01 2.92e-01f  1
  27  1.1461136e+04 3.84e-01 2.84e+02  -1.1 2.87e+00    -  8.67e-01 4.00e-01f  1
  28  1.1375505e+04 5.53e-01 3.41e+02  -1.1 3.64e+00    -  3.52e-01 1.14e-01f  2
