This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    62741
Number of nonzeros in inequality constraint Jacobian.:    13544
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    21520
                     variables with only lower bounds:     4961
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    17061
Total number of inequality constraints...............:     3876
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     3876

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  2.3319095e+03 2.30e+01 2.61e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.4075519e+03 2.08e+01 1.21e+01  -0.2 7.13e+00    -  8.33e-03 9.52e-02f  1
   2  3.1544059e+03 1.85e+01 2.34e+01   0.5 1.65e+01    -  6.24e-02 1.08e-01f  1
   3  2.4378840e+03 1.31e+01 4.83e+01  -0.4 4.27e+00    -  1.75e-01 2.91e-01f  1
   4  6.3723663e+03 7.53e+00 8.11e+01  -0.6 3.13e+00    -  4.26e-01 7.73e-01f  1
   5  6.4793360e+03 1.77e+01 7.86e+01  -1.2 2.57e+00    -  6.86e-01 9.70e-01f  1
   6  3.8269567e+03 1.05e+01 1.48e+03  -1.0 1.12e+00    -  4.31e-01 9.90e-01f  1
   7  2.7683705e+03 4.94e+00 6.09e+04  -1.1 1.00e+00    -  6.50e-01 9.39e-01f  1
   8  2.4139726e+03 1.13e+00 6.28e+04  -1.7 3.78e-01    -  7.19e-01 8.19e-01f  1
   9  1.9759776e+03 2.93e-01 5.67e+00  -1.9 5.90e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.6998769e+03 1.72e-01 3.13e+05  -2.3 9.78e-01    -  1.00e+00 4.33e-01f  1
  11  1.4925645e+03 1.76e-01 3.67e+05  -2.7 1.57e+00    -  8.71e-01 3.43e-01f  1
  12  1.3650569e+03 1.29e-01 3.43e+05  -3.3 1.86e+00    -  6.93e-01 2.67e-01f  1
  13  1.2660486e+03 9.13e-02 1.84e+05  -2.5 9.55e-01    -  5.39e-01 3.49e-01f  1
  14  1.1944139e+03 1.10e-01 3.09e+04  -1.9 1.55e+00    -  4.29e-01 2.52e-01f  1
  15  1.1790564e+03 1.75e-01 1.66e+05  -1.9 8.07e-01    -  6.63e-01 3.76e-01f  1
  16  1.0535672e+03 9.66e-02 6.62e+04  -2.2 4.16e-01    -  1.00e+00 6.43e-01f  1
  17  9.9982479e+02 1.90e-01 7.93e+04  -2.3 3.75e-01    -  8.28e-01 4.98e-01f  1
  18  9.3766040e+02 5.36e-02 5.17e+04  -2.5 1.40e-01    -  1.00e+00 7.60e-01f  1
  19  8.8587904e+02 2.35e-02 1.11e+05  -2.9 1.85e-01    -  1.00e+00 5.84e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  8.9655048e+02 2.00e-02 9.14e+02  -2.5 2.65e-01    -  1.00e+00 9.89e-01H  1
  21  8.4587609e+02 2.86e-02 1.12e+05  -3.2 1.45e-01    -  1.00e+00 5.74e-01f  1
  22  8.5025328e+02 3.47e-02 2.12e+00  -2.7 1.44e-01    -  1.00e+00 1.00e+00f  1
