This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    62741
Number of nonzeros in inequality constraint Jacobian.:    13544
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    21520
                     variables with only lower bounds:     4961
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    17061
Total number of inequality constraints...............:     3876
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     3876

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  1.1903802e+03 2.30e+01 2.61e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.4676605e+03 2.08e+01 1.21e+01  -0.2 7.13e+00    -  8.33e-03 9.52e-02f  1
   2  2.3624701e+03 1.87e+01 2.31e+01   0.5 1.72e+01    -  6.15e-02 1.03e-01f  1
   3  6.1166069e+03 1.83e+01 4.81e+01   1.6 1.53e+02    -  1.36e-02 1.89e-02f  1
   4  6.0120407e+03 1.13e+01 7.34e+01  -0.0 7.24e+00    -  2.19e-01 3.83e-01f  1
   5  9.8096628e+03 1.56e+01 1.26e+02  -0.2 3.56e+00    -  5.35e-01 9.90e-01f  1
   6  1.0201792e+04 1.85e+01 5.62e+03  -0.2 2.89e+00    -  5.30e-01 9.90e-01f  1
   7  1.3397160e+04 2.25e+01 2.73e+05   0.1 4.82e+00    -  8.92e-01 1.00e+00f  1
   8  1.3021957e+04 1.30e+01 1.65e+07  -0.2 4.98e+00    -  7.45e-01 5.00e-01f  2
   9  7.1974879e+03 1.30e+01 8.43e+04  -0.6 3.40e+00    -  1.00e+00 9.93e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  7.2471614e+03 8.17e+00 6.48e+06  -0.9 4.32e+00    -  9.87e-01 5.04e-01H  1
  11  4.6937836e+03 7.39e+00 1.25e+06  -1.4 1.80e+00    -  1.00e+00 9.13e-01f  1
  12  3.5562590e+03 5.60e+00 1.97e+06  -1.7 2.81e+00    -  9.48e-01 2.69e-01f  1
