This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    58869
Number of nonzeros in inequality constraint Jacobian.:    13544
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    21520
                     variables with only lower bounds:     4961
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    17061
Total number of inequality constraints...............:     3876
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     3876

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.8850976e+01 2.30e+01 8.10e+01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.4943583e+02 2.21e+01 7.77e+01  -0.4 1.30e+01    -  7.96e-03 3.98e-02f  1
   2  3.5886461e+02 2.07e+01 7.26e+01  -0.0 1.40e+01    -  5.78e-02 6.40e-02f  1
   3  1.4967399e+03 2.01e+01 7.05e+01   1.1 3.43e+01    -  9.76e-03 2.83e-02f  1
   4  2.5754042e+03 1.98e+01 1.31e+02   1.6 1.02e+02    -  4.57e-02 1.18e-02f  1
   5  2.9481184e+03 1.79e+01 1.23e+02   0.1 1.22e+01    -  1.32e-01 9.96e-02f  1
   6  4.3325385e+03 1.35e+01 8.54e+01  -0.2 1.11e+01    -  1.61e-01 2.44e-01h  1
   7  1.1153347e+04 1.19e+01 9.86e+01   0.0 8.46e+00    -  2.83e-01 5.40e-01H  1
   8  1.2770038e+04 7.34e+00 1.08e+02  -0.1 4.31e+00    -  6.33e-01 4.96e-01h  2
   9  1.5032835e+04 5.82e+00 5.24e+01  -0.2 1.76e+00    -  9.08e-01 8.50e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.4470167e+04 4.37e+00 4.80e+02  -0.5 1.80e+00    -  9.91e-01 6.95e-01f  1
  11  1.3713945e+04 2.09e+00 1.50e+01  -0.7 1.14e+00    -  9.99e-01 1.00e+00f  1
  12  1.3110926e+04 6.20e-01 3.04e+02  -1.3 8.04e-01    -  1.00e+00 7.03e-01f  1
