This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    60821
Number of nonzeros in inequality constraint Jacobian.:    13544
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    21520
                     variables with only lower bounds:     4961
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    17061
Total number of inequality constraints...............:     3876
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     3876

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.8850976e+01 2.30e+01 8.10e+01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  6.5683692e+01 2.26e+01 7.98e+01  -0.2 1.29e+01    -  8.20e-03 1.74e-02f  1
   2  7.6961318e+01 2.23e+01 7.64e+01   0.1 1.33e+01    -  4.67e-02 1.28e-02f  1
   3  1.2468380e+02 2.16e+01 7.38e+01   0.2 1.36e+01    -  3.37e-02 3.15e-02f  1
   4  1.7862614e+02 2.10e+01 2.71e+02   0.4 1.30e+01    -  1.48e-01 2.56e-02f  1
   5  3.2863711e+02 2.01e+01 2.30e+03   0.9 1.46e+01    -  2.35e-01 4.36e-02f  1
   6  6.3334454e+02 1.85e+01 2.58e+03   1.0 1.12e+01    -  1.14e-01 8.02e-02h  1
   7  1.0112365e+03 1.72e+01 9.18e+03   1.1 1.40e+01    -  2.57e-01 6.98e-02h  1
   8  1.5053713e+03 1.60e+01 2.44e+04   1.6 3.46e+01    -  2.21e-01 7.00e-02h  1
   9  3.1044838e+03 1.34e+01 2.82e+04   1.6 2.77e+01    -  2.37e-01 1.65e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  4.4363073e+03 1.15e+01 3.77e+04   1.6 2.15e+01    -  3.90e-01 1.40e-01h  1
  11  7.0134450e+03 8.72e+00 5.18e+04   1.6 1.95e+01    -  7.34e-01 2.42e-01h  1
  12  7.3975125e+03 7.86e+00 5.27e+04   1.6 1.74e+01    -  3.07e-01 9.79e-02h  3
  13  1.0324585e+04 5.95e+00 6.36e+04   1.6 2.35e+01    -  7.48e-01 4.14e-01h  1
  14  1.0189711e+04 5.87e+00 8.89e+04   1.6 4.89e+01    -  4.08e-01 2.49e-02h  5
  15  1.0557639e+04 6.40e+00 1.21e+05   1.6 3.76e+01    -  5.77e-01 1.70e-01h  3
  16  1.0518485e+04 6.23e+00 2.22e+05   1.6 7.28e+01    -  3.00e-01 3.47e-02h  5
  17  1.0771017e+04 6.13e+00 2.19e+05   0.9 2.63e+01    -  2.07e-01 7.99e-02h  4
  18  1.0847510e+04 5.80e+00 3.24e+05   1.2 3.34e+01    -  4.25e-01 7.45e-02h  4
  19  1.0879629e+04 5.69e+00 7.08e+05   1.6 1.11e+02    -  4.91e-01 4.17e-02h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.0850649e+04 5.83e+00 8.25e+05   1.4 7.87e+01    -  2.54e-01 2.17e-02h  6
  21  1.1090825e+04 6.09e+00 7.96e+05  -0.5 2.17e+01    -  3.02e-01 4.62e-02h  5
  22  1.2018539e+04 8.81e+00 5.63e+05   0.4 1.77e+01    -  2.78e-01 2.58e-01h  2
  23  1.1894592e+04 8.68e+00 1.31e+06   1.3 1.03e+02    -  5.79e-01 1.75e-02h  6
  24  1.1847520e+04 8.67e+00 1.35e+06  -4.0 3.89e+01    -  2.71e-01 9.42e-03f  7
  25  1.3386495e+04 7.79e+00 9.59e+04   0.8 2.04e+01    -  4.74e-01 5.32e-01h  1
  26  1.3251079e+04 7.73e+00 2.02e+05   0.8 8.28e+01    -  3.52e-01 6.58e-03h  7
  27  1.3174337e+04 7.64e+00 7.31e+05   1.2 1.20e+02    -  1.00e+00 9.35e-03h  6
  28  1.3140494e+04 7.12e+00 4.73e+05   0.9 4.70e+01    -  4.49e-01 1.74e-02h  6
  29  1.2976283e+04 6.77e+00 7.39e+05   1.0 6.03e+01    -  9.93e-01 4.06e-02h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  1.2934270e+04 6.76e+00 7.52e+05   0.6 7.62e+01    -  3.17e-01 4.14e-03h  8
  31  1.2977432e+04 7.12e+00 5.91e+05  -4.0 3.78e+01    -  3.13e-01 1.50e-01h  3
  32  1.2870727e+04 6.90e+00 6.14e+06   1.3 3.63e+02    -  4.80e-01 1.17e-02f  5
  33  1.2829530e+04 6.88e+00 3.46e+06   0.9 7.83e+01    -  4.30e-01 5.55e-03h  8
  34  1.2825833e+04 6.19e+00 9.30e+05   1.1 1.41e+02    -  7.21e-01 5.94e-02h  4
  35  1.2796055e+04 6.44e+00 5.33e+05   1.1 2.19e+02    -  2.45e-01 4.18e-03f  7
  36  1.2722257e+04 7.06e+00 5.93e+05   1.0 8.95e+01    -  9.84e-01 2.53e-02h  6
  37  1.2701970e+04 7.07e+00 5.84e+05   0.8 8.97e+01    -  4.78e-01 3.50e-03h  8
  38  1.2773191e+04 7.21e+00 4.92e+05   0.7 1.48e+02    -  5.20e-01 4.40e-02h  5
  39  1.2826924e+04 7.18e+00 4.15e+05   0.2 1.97e+02    -  2.77e-01 2.58e-02h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.2798421e+04 7.18e+00 5.14e+05   0.8 5.44e+02    -  4.09e-01 4.44e-03f  7
  41  1.2784175e+04 7.03e+00 5.87e+05  -0.3 1.14e+02    -  3.56e-01 1.71e-02h  6
  42  1.2785419e+04 7.02e+00 1.11e+06   0.9 4.85e+02    -  6.65e-01 1.66e-03h  8
  43  1.2914769e+04 1.23e+01 7.99e+05   1.2 4.15e+02    -  2.39e-01 6.17e-03f  6
  44  1.3038760e+04 1.23e+01 5.97e+05   1.1 2.82e+02    -  7.57e-01 3.58e-02f  5
  45  1.3025618e+04 1.23e+01 1.01e+06   1.1 3.04e+02    -  3.37e-01 2.39e-03f  8
  46  1.3251766e+04 1.56e+01 1.14e+06   1.1 6.51e+02    -  2.60e-01 2.53e-02f  5
  47  1.3275157e+04 1.55e+01 1.01e+06   1.1 8.02e+02    -  1.82e-01 4.32e-03f  6
  48  1.3621760e+04 1.50e+01 1.26e+06   1.1 1.03e+03    -  4.01e-01 5.78e-02f  4
  49  1.3622910e+04 2.07e+01 1.24e+06   1.1 1.83e+03    -  1.26e-02 4.81e-03f  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.3533732e+04 2.11e+01 1.50e+06   1.1 9.36e+02    -  1.15e-01 5.72e-03f  5
  51  1.3558084e+04 2.16e+01 1.70e+06   1.1 9.34e+02    -  3.72e-01 6.23e-03f  7
  52  1.3558192e+04 2.19e+01 1.77e+06   1.1 1.18e+03    -  8.42e-02 1.53e-03f  7
  53  1.3653090e+04 2.21e+01 1.69e+06   1.1 8.45e+02    -  8.90e-01 2.05e-02f  6
  54  8.5823757e+04 2.35e+02 7.52e+05   1.1 5.77e+02    -  3.70e-01 2.53e-01w  1
  55  1.8139543e+05 6.60e+02 8.32e+05   1.1 1.13e+03    -  3.62e-01 4.13e-01w  1
  56  2.0530207e+05 8.92e+02 1.40e+06   1.1 4.01e+03    -  1.19e-02 6.61e-03w  1
  57  1.3676977e+04 2.21e+01 1.67e+06   1.1 8.55e+01    -  3.70e-01 3.96e-03h  6
  58  1.3676005e+04 2.20e+01 2.03e+06   1.1 8.08e+02    -  2.51e-01 1.20e-03f  8
  59  1.3776317e+04 2.19e+01 2.12e+06   1.1 9.10e+02    -  2.81e-01 7.22e-03h  7
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  1.3826154e+04 2.20e+01 2.27e+06   1.1 9.57e+02    -  4.94e-01 4.67e-03h  8
  61  1.4072401e+04 2.17e+01 2.16e+06   1.1 1.07e+03    -  1.69e-01 1.91e-02h  6
  62  1.4128254e+04 2.15e+01 2.09e+06   1.1 1.16e+03    -  2.54e-01 9.09e-03f  7
  63  1.4214936e+04 2.16e+01 2.22e+06   1.1 2.75e+03    -  3.29e-02 1.95e-02f  3
