This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    62741
Number of nonzeros in inequality constraint Jacobian.:    13544
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    21520
                     variables with only lower bounds:     4961
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    17061
Total number of inequality constraints...............:     3876
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     3876

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.8850977e+01 2.30e+01 2.24e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  5.1721117e+02 2.08e+01 1.07e+01  -0.2 7.13e+00    -  8.34e-03 9.47e-02f  1
   2  1.5230426e+03 1.98e+01 1.16e+01   0.8 3.10e+01    -  3.86e-02 4.72e-02f  1
   3  2.5174286e+03 1.35e+01 1.42e+01  -0.6 5.42e+00    -  1.09e-01 3.22e-01h  1
   4  2.9484896e+03 5.09e+00 2.03e+01  -0.4 3.90e+00    -  4.19e-01 6.22e-01f  1
   5  2.7289401e+03 4.21e+00 2.19e+01  -2.1 7.41e+00    -  2.46e-01 1.74e-01f  1
   6  1.8657712e+03 9.69e-01 8.32e+01  -0.6 1.42e+00    -  2.33e-01 7.70e-01f  1
   7  1.8280337e+03 1.06e+00 1.12e+02  -0.6 1.90e+00    -  7.28e-01 4.94e-01f  1
   8  1.4013338e+03 4.37e-01 1.68e+02  -1.0 5.18e-01    -  9.92e-01 7.21e-01f  1
   9  1.1528137e+03 2.02e-01 1.63e+02  -1.7 3.89e-01    -  1.00e+00 6.66e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  9.4497405e+02 1.31e-01 6.45e+02  -1.8 1.21e+00    -  1.00e+00 3.61e-01f  1
  11  8.3016052e+02 1.30e-01 1.71e+03  -1.6 3.06e+00    -  7.47e-01 1.92e-01f  1
  12  7.7115005e+02 1.14e-01 4.79e+03  -1.2 1.64e+00    -  8.41e-01 2.51e-01f  1
  13  6.9105476e+02 7.62e-02 5.28e+03  -1.3 7.21e-01    -  8.21e-01 4.17e-01f  1
  14  6.1396070e+02 1.39e-01 9.33e+03  -1.3 8.81e-01    -  8.52e-01 3.44e-01f  1
  15  5.8790841e+02 1.05e-01 1.37e+04  -1.3 4.18e-01    -  8.53e-01 3.93e-01f  1
  16  4.9824509e+02 5.71e-02 1.01e+04  -1.9 2.23e-01    -  1.00e+00 4.95e-01f  1
  17  4.9659106e+02 1.11e-01 2.24e+04  -1.3 8.60e-01    -  5.76e-01 2.93e-01f  2
  18  4.2092507e+02 5.76e-02 1.87e+04  -1.9 2.79e-01    -  1.00e+00 5.52e-01f  1
  19  3.8516372e+02 8.82e-02 1.93e+04  -2.2 6.98e-01    -  6.63e-01 3.09e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  3.5425563e+02 5.47e-02 2.32e+04  -2.3 3.92e-01    -  1.00e+00 4.24e-01f  1
  21  3.2904464e+02 4.07e-02 3.19e+04  -2.3 7.81e-01    -  8.26e-01 3.13e-01f  1
  22  3.1607875e+02 8.53e-02 3.50e+04  -2.1 8.93e-01    -  5.83e-01 3.64e-01f  1
  23  3.1311490e+02 3.88e-02 9.37e+03  -1.9 4.95e-01    -  5.08e-01 6.22e-01f  1
  24  3.2271556e+02 3.99e-02 3.07e+04  -1.7 5.60e-01    -  6.96e-01 7.45e-01f  1
  25  2.9930206e+02 2.32e-02 2.01e+05  -1.9 4.15e-01    -  9.84e-01 4.87e-01f  1
  26  3.2455173e+02 8.37e-02 2.32e+05  -1.6 5.49e-01    -  6.95e-01 9.09e-01f  1
  27  2.9471286e+02 4.48e-02 9.80e+04  -1.7 4.99e-01    -  8.85e-01 6.68e-01f  1
  28  2.8003599e+02 3.98e-02 5.24e+04  -1.7 5.94e-01    -  1.00e+00 4.09e-01f  1
  29  2.5877888e+02 3.63e-02 3.27e+04  -1.8 3.73e-01    -  1.00e+00 9.08e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.4563664e+02 2.36e-02 1.97e+05  -1.9 6.56e-01    -  1.00e+00 3.30e-01f  1
  31  2.2767475e+02 4.10e-02 1.47e+05  -1.9 8.58e-01    -  1.00e+00 4.90e-01f  1
  32  2.6715653e+02 7.35e-02 6.99e+04  -1.5 1.06e+00    -  6.11e-01 6.19e-01f  1
  33  2.5292105e+02 5.38e-02 1.03e+05  -1.7 3.64e-01    -  8.45e-01 6.57e-01f  1
  34  2.2734937e+02 4.92e-02 1.40e+04  -1.7 1.62e-01    -  7.85e-01 1.00e+00f  1
  35  2.0793938e+02 2.46e-02 4.16e+05  -2.0 2.12e-01    -  1.00e+00 5.27e-01f  1
  36  1.8538638e+02 2.39e-02 2.72e+05  -2.1 4.37e-01    -  1.00e+00 5.58e-01f  1
  37  1.8633897e+02 1.52e-02 1.62e+05  -1.8 1.11e+00    -  7.47e-01 3.44e-01f  1
  38  1.8180412e+02 1.65e-02 8.90e+04  -2.0 1.00e+00    -  3.77e-01 3.05e-01f  1
  39  1.7998300e+02 2.81e-02 2.25e+04  -1.9 2.94e-01    -  6.34e-01 8.08e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.7228904e+02 1.60e-02 3.98e+03  -1.9 1.86e-01    -  8.32e-01 7.24e-01f  1
  41  1.5874767e+02 6.34e-03 8.66e+04  -2.0 2.37e-01    -  8.58e-01 6.10e-01f  1
  42  1.5437681e+02 7.77e-03 3.49e+04  -2.0 6.40e-01    -  9.31e-01 3.47e-01f  1
  43  1.4556973e+02 1.79e-02 9.70e+04  -2.1 1.48e+00    -  7.90e-01 3.93e-01f  1
  44  1.5771410e+02 3.43e-02 1.28e+05  -1.8 1.60e+00    -  5.74e-01 3.33e-01f  1
  45  1.4951504e+02 2.26e-02 7.92e+04  -2.0 9.15e-01    -  4.35e-01 4.75e-01f  1
  46  1.5780179e+02 3.78e-02 5.91e+04  -2.0 3.84e-01    -  4.91e-01 6.95e-01H  1
  47  1.3611808e+02 4.54e-02 4.14e-01  -2.0 1.97e-01    -  1.00e+00 1.00e+00f  1
  48  1.2880414e+02 1.65e-02 7.65e+04  -2.1 2.26e-01    -  9.85e-01 6.57e-01f  1
  49  1.2357101e+02 1.27e-02 3.40e+04  -2.1 1.04e+00    -  6.61e-01 4.71e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.1751351e+02 1.16e-02 1.24e+05  -2.3 2.13e+00    -  5.45e-01 2.26e-01f  1
  51  1.0928236e+02 3.06e-02 1.00e+05  -2.3 1.28e+00    -  8.90e-01 5.49e-01f  1
