This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    62741
Number of nonzeros in inequality constraint Jacobian.:    13544
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    21520
                     variables with only lower bounds:     4961
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    17061
Total number of inequality constraints...............:     3876
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     3876

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  1.1464143e+04 2.30e+01 2.61e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  9.9251424e+03 2.08e+01 1.20e+01  -0.2 7.13e+00    -  8.33e-03 9.52e-02f  1
   2  9.0672227e+03 1.85e+01 2.34e+01   0.5 1.61e+01    -  6.29e-02 1.12e-01f  1
   3  6.8896935e+03 1.32e+01 4.10e+01  -0.6 8.20e+00    -  1.51e-01 2.84e-01f  1
   4  1.5150993e+04 1.12e+01 5.46e+01  -0.4 4.21e+00    -  4.62e-01 9.90e-01f  1
   5  1.7147020e+04 1.40e+01 2.41e+03  -0.5 4.56e+00    -  5.78e-01 9.90e-01f  1
   6  1.9694798e+04 1.18e+01 4.07e+05  -0.5 4.11e+00    -  3.03e-01 1.00e+00f  1
   7  2.0261304e+04 1.13e+01 5.84e+06  -0.8 2.51e+00    -  6.51e-01 1.00e+00f  1
   8  2.6319738e+04 1.22e+01 1.97e+07  -0.3 1.03e+01    -  4.39e-01 8.76e-01f  1
   9  2.8317350e+04 9.36e+00 1.23e+07  -0.4 1.20e+01    -  4.64e-01 3.42e-01f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  4.3056786e+04 1.42e+01 1.04e+06  -0.4 9.73e+00    -  6.64e-01 1.00e+00f  1
  11  4.1160874e+04 1.43e+01 2.61e+05  -0.4 1.37e+01    -  7.50e-01 2.27e-01f  3
  12  4.7150508e+04 1.56e+01 4.19e+01  -0.4 1.03e+01    -  1.00e+00 1.00e+00f  1
  13  4.8123238e+04 1.71e+01 6.52e+01  -0.4 2.68e+01    -  5.98e-01 2.02e-01f  3
  14  5.2729003e+04 2.25e+01 5.05e+01  -0.4 9.16e+00    -  1.00e+00 1.00e+00f  1
  15  5.1576620e+04 1.95e+01 4.53e+01  -0.4 2.26e+01    -  6.64e-01 1.97e-01f  3
  16  5.1599893e+04 9.94e+00 2.33e+01  -0.4 1.43e+01    -  1.00e+00 5.00e-01f  2
  17  5.5142924e+04 1.18e+01 2.48e+01  -0.4 2.69e+01    -  1.00e+00 2.50e-01f  3
  18  5.9338523e+04 9.35e+00 2.99e+01  -0.4 1.95e+01    -  1.00e+00 5.00e-01f  2
  19  5.4451508e+04 1.15e+01 1.05e+07  -0.8 9.66e+00    -  9.93e-01 5.00e-01f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  4.5921837e+04 1.97e+01 3.47e+01  -0.9 1.54e+01    -  1.00e+00 1.00e+00f  1
  21  4.4674733e+04 1.98e+01 1.41e+06  -1.0 3.89e+01    -  6.70e-01 1.22e-01h  3
  22  4.4706383e+04 1.71e+01 5.51e+01  -1.0 1.14e+01    -  1.00e+00 1.00e+00h  1
  23  4.4944361e+04 1.92e+01 9.32e+01  -1.0 1.16e+01    -  8.23e-01 1.00e+00f  1
  24  3.3625038e+04 1.54e+01 2.42e+01  -1.0 8.72e+00    -  5.23e-01 1.00e+00f  1
  25  2.6161297e+04 1.71e+01 1.12e+05  -1.4 9.80e+00    -  1.00e+00 9.82e-01f  1
  26  2.5596964e+04 1.93e+01 2.17e+06  -1.0 5.98e+01    -  3.74e-01 2.34e-02f  4
  27  2.0614808e+04 5.68e+00 1.89e+04  -1.2 7.03e+00    -  1.00e+00 9.87e-01f  1
  28  2.0635917e+04 7.58e+00 2.29e+06  -1.0 2.59e+01    -  5.24e-01 4.66e-02f  4
  29  1.6109207e+04 2.12e+00 8.71e+00  -1.2 5.17e+00    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  1.6412503e+04 2.00e+00 3.17e+06  -0.9 1.44e+01    -  6.62e-01 3.88e-02f  5
  31  1.4929953e+04 8.68e-01 2.12e+01  -1.2 3.72e+00    -  1.00e+00 1.00e+00f  1
  32  1.1363650e+04 4.04e+00 6.84e+05  -1.6 8.69e+00    -  9.77e-01 7.96e-01f  1
  33  1.5459195e+04 7.77e+00 2.77e+05  -1.5 7.56e+00    -  6.71e-01 5.17e-01H  1
  34  9.5236959e+03 5.35e+00 1.80e+05  -1.6 3.96e+00    -  5.37e-01 9.10e-01f  1
  35  7.9876445e+03 9.39e+00 1.08e+03  -1.7 2.96e+00    -  1.00e+00 9.98e-01f  1
  36  7.0216177e+03 5.89e+00 4.66e+03  -1.9 1.75e+00    -  1.00e+00 9.94e-01f  1
  37  6.4045100e+03 1.64e+00 1.16e+03  -1.9 1.35e+00    -  1.00e+00 8.34e-01f  1
  38  6.1480501e+03 6.42e-01 2.22e+03  -1.9 1.09e+00    -  1.00e+00 8.43e-01f  1
  39  5.5192615e+03 2.92e-01 5.22e+04  -2.6 7.20e-01    -  1.00e+00 9.41e-01f  1
